CMBODY             =                            3
CMBODY_RADIUS      =                     6378.137  KM
GRAPH CBF          =                            F
   JULIAN DATE (day)              X (km)              Y (km)              Z (km)
      2458606.252904      -112415101.819      -100477527.510            5325.113
      2458606.352904      -112247576.970      -100670342.581            5333.625
      2458606.452904      -112079725.486      -100862866.013            5341.918
      2458606.552904      -111911547.888      -101055097.224            5349.990
      2458606.652904      -111743044.699      -101247035.629            5357.841
      2458606.752904      -111574216.445      -101438680.647            5365.471
      2458606.852904      -111405063.651      -101630031.697            5372.880
      2458606.952904      -111235586.847      -101821088.198            5380.067
      2458607.052904      -111065786.565      -102011849.573            5387.033
      2458607.152904      -110895663.336      -102202315.243            5393.776
      2458607.252904      -110725217.695      -102392484.632            5400.299
      2458607.352904      -110554450.179      -102582357.163            5406.599
      2458607.452904      -110383361.327      -102771932.264            5412.679
      2458607.552904      -110211951.679      -102961209.360            5418.539
      2458607.652904      -110040221.778      -103150187.879            5424.178
      2458607.752904      -109868172.168      -103338867.252            5429.599
      2458607.852904      -109695803.396      -103527246.908            5434.800
      2458607.952904      -109523116.009      -103715326.280            5439.784
      2458608.052904      -109350110.559      -103903104.801            5444.552
      2458608.152904      -109176787.598      -104090581.906            5449.104
      2458608.252904      -109003147.680      -104277757.030            5453.441
      2458608.352904      -108829191.360      -104464629.611            5457.566
      2458608.452904      -108654919.198      -104651199.089            5461.479
      2458608.552904      -108480331.753      -104837464.904            5465.181
      2458608.652904      -108305429.586      -105023426.497            5468.676
      2458608.752904      -108130213.263      -105209083.313            5471.964
      2458608.852904      -107954683.348      -105394434.798            5475.047
      2458608.952904      -107778840.409      -105579480.397            5477.927
      2458609.052904      -107602685.015      -105764219.559            5480.607
      2458609.152904      -107426217.738      -105948651.736            5483.088
      2458609.252904      -107249439.152      -106132776.378            5485.373
      2458609.352904      -107072349.830      -106316592.940            5487.465
      2458609.452904      -106894950.349      -106500100.878            5489.366
      2458609.552904      -106717241.289      -106683299.649            5491.078
